task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
init_streamlit,2025-07-11T00:29:35,Plotting,8b613dda-4390-4825-a5fa-12adb9c6b0bd,5.7607231000001775,0.0001919411300661855,3.333686373624595e-05,280.0,8.861202551820877,10.0,0.00038710236444482394,1.2253065358000526e-05,1.3789025833345174e-05,0.00041314445563616964,Turkey,TUR,,,,Windows-10-10.0.26100-SP0,3.11.9,3.0.2,16,AMD Ryzen 7 6800HS with Radeon Graphics,1,1 x NVIDIA GeForce RTX 3060 Laptop GPU,,,15.242271423339844,machine,N
plot_values,2025-07-11T00:29:58,Plotting,8b613dda-4390-4825-a5fa-12adb9c6b0bd,22.352186500000244,0.00086328124646716,3.862425540621016e-05,280.0,9.36072363555989,10.0,0.0017380206355551817,5.8105324262001934e-05,6.204722333332029e-05,0.0018581731831505037,Turkey,TUR,,,,Windows-10-10.0.26100-SP0,3.11.9,3.0.2,16,AMD Ryzen 7 6800HS with Radeon Graphics,1,1 x NVIDIA GeForce RTX 3060 Laptop GPU,,,15.242271423339844,machine,N
